company,ticker,candidate_title,landing_page_url,direct_download_url,effective_download_url,final_redirected_url,http_status,content_type,filename,result,reason
Tritax Big Box REIT,BBOX,Tritax Big Box REIT plc Annual Report 2025,https://www.tritaxbigbox.co.uk/investors/results-presentations/,https://www.tritaxbigbox.co.uk/media/4n0brecg/tritax-big-box-reit-plc-annual-report-2025.pdf,https://www.tritaxbigbox.co.uk/media/4n0brecg/tritax-big-box-reit-plc-annual-report-2025.pdf,https://www.tritaxbigbox.co.uk/media/4n0brecg/tritax-big-box-reit-plc-annual-report-2025.pdf,200,application/pdf,BBOX_company_annual_report_current_fy2025_2026-02.pdf,downloaded,"19108323 bytes, content_type=application/pdf"
Tritax Big Box REIT,BBOX,Tritax Big Box REIT plc Annual Report 2024,https://www.tritaxbigbox.co.uk/investors/results-presentations/,https://www.tritaxbigbox.co.uk/media/cv0lcio0/tritax-big-box-reit-plc-annual-report-2024.pdf,https://www.tritaxbigbox.co.uk/media/cv0lcio0/tritax-big-box-reit-plc-annual-report-2024.pdf,https://www.tritaxbigbox.co.uk/media/cv0lcio0/tritax-big-box-reit-plc-annual-report-2024.pdf,200,application/pdf,BBOX_company_annual_report_previous_fy2024_2025-02.pdf,downloaded,"6145125 bytes, content_type=application/pdf"
