company,ticker,candidate_title,landing_page_url,direct_download_url,effective_download_url,final_redirected_url,http_status,content_type,filename,result,reason
Polar Capital Technology Trust,PCT,Polar Capital Technology Trust plc Annual Report 2026,https://www.polarcapitaltechnologytrust.co.uk/Corporate-Information/Document-Library/,https://www.polarcapitaltechnologytrust.co.uk/static/literature/PCTT_Annual_Report_2026.pdf,https://www.polarcapitaltechnologytrust.co.uk/static/literature/PCTT_Annual_Report_2026.pdf,https://www.polarcapitaltechnologytrust.co.uk/static/literature/PCTT_Annual_Report_2026.pdf,200,application/pdf,PCT_company_annual_report_current_fy-ended-2026-04-30_2026-07.pdf,downloaded,"9120164 bytes, content_type=application/pdf"
Polar Capital Technology Trust,PCT,Polar Capital Technology Trust plc Annual Report 2025,https://www.pctannualhighlights.co.uk/,https://www.pctannualhighlights.co.uk/static/literature/PCTT_Annual_Report_2025.pdf,https://www.pctannualhighlights.co.uk/static/literature/PCTT_Annual_Report_2025.pdf,https://www.pctannualhighlights.co.uk/static/literature/PCTT_Annual_Report_2025.pdf,200,application/pdf,PCT_company_annual_report_previous_fy-ended-2025-04-30_2025-07.pdf,downloaded,"5176041 bytes, content_type=application/pdf"
