company,ticker,candidate_title,landing_page_url,direct_download_url,effective_download_url,final_redirected_url,http_status,content_type,filename,result,reason
Burberry Group,BRBY,Burberry Annual Report and Accounts 2024/25,https://www.burberryplc.com/investors/results-reports-presentations,https://www.burberryplc.com/content/dam/burberryplc/corporate/oar/oar-2024-2025/annual-report-2024-25.pdf,https://www.burberryplc.com/content/dam/burberryplc/corporate/oar/oar-2024-2025/annual-report-2024-25.pdf,https://www.burberryplc.com/content/dam/burberryplc/corporate/oar/oar-2024-2025/annual-report-2024-25.pdf,403,,,manual_collection_required,HTTP 403 -- Forbidden
Burberry Group,BRBY,Burberry Annual Report and Accounts 2023/24,https://www.burberryplc.com/investors/annual-report-23-24,https://www.burberryplc.com/content/dam/burberryplc/corporate/2024-updates/burberry-annual-report-and-accounts-2023-24.pdf,https://www.burberryplc.com/content/dam/burberryplc/corporate/2024-updates/burberry-annual-report-and-accounts-2023-24.pdf,https://www.burberryplc.com/content/dam/burberryplc/corporate/2024-updates/burberry-annual-report-and-accounts-2023-24.pdf,403,,,manual_collection_required,HTTP 403 -- Forbidden
